HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult
Everton,Hull,H,2,1,H
Wigan,Liverpool,H,1,0,H
Portsmouth,Birmingham,A,0,2,A
Burnley,Stoke,D,0,1,A
Birmingham,Everton,D,1,2,A
Bolton,Wigan,H,1,0,H
Burnley,Wolves,A,0,1,A
Chelsea,West Ham,H,1,1,D
Hull,Arsenal,A,1,1,D
Stoke,Aston Villa,D,0,0,D
Man United,Fulham,H,0,0,D
Sunderland,Man City,D,1,0,H
Liverpool,Portsmouth,H,3,0,H
Wigan,Aston Villa,A,1,1,D
Arsenal,West Ham,H,1,0,H
Aston Villa,Wolves,D,1,2,A
Portsmouth,Hull,H,1,1,D
Stoke,Tottenham,A,0,0,D
Sunderland,Birmingham,H,2,0,H
Wigan,Burnley,H,0,0,D
Blackburn,Chelsea,D,0,1,A
Man United,Liverpool,H,1,1,D
West Ham,Wolves,A,0,1,A
Aston Villa,Sunderland,D,1,1,D
Man City,Everton,A,0,1,A
Birmingham,Arsenal,D,0,0,D
Bolton,Man United,A,0,1,A
Chelsea,Aston Villa,H,2,1,H
Hull,Fulham,H,1,0,H
Tottenham,Portsmouth,H,2,0,H
West Ham,Stoke,A,0,0,D
Wolves,Everton,D,0,0,D
Burnley,Blackburn,A,0,1,A
Liverpool,Sunderland,H,2,0,H
Arsenal,Wolves,H,0,0,D
Bolton,Aston Villa,A,0,1,A
Burnley,Man City,A,0,5,A
Portsmouth,Blackburn,D,0,0,D
Stoke,Hull,H,1,0,H
Sunderland,Tottenham,H,2,0,H
Fulham,Wigan,H,0,1,A
Hull,Burnley,A,1,1,D
Blackburn,Man United,D,0,0,D
Man City,Birmingham,H,3,1,H
Wolves,Stoke,D,0,0,D
Tottenham,Arsenal,H,1,0,H
Wigan,Portsmouth,D,0,0,D
Birmingham,Hull,D,0,0,D
Stoke,Bolton,A,1,0,H
Sunderland,Burnley,H,2,0,H
Tottenham,Chelsea,H,2,0,H
Wigan,Arsenal,H,0,1,A
Hull,Aston Villa,A,0,1,A
Arsenal,Man City,D,0,0,D
Bolton,Portsmouth,D,2,0,H
Hull,Sunderland,A,0,1,A
West Ham,Wigan,H,2,1,H
Aston Villa,Birmingham,H,0,0,D
Burnley,Liverpool,A,0,0,D
Chelsea,Stoke,H,3,0,H
Everton,Fulham,H,0,1,A
Birmingham,Burnley,H,2,0,H
Man City,Aston Villa,H,2,1,H
Portsmouth,Wolves,H,2,1,H
Stoke,Everton,D,0,0,D
Fulham,West Ham,H,1,0,H
Blackburn,Arsenal,H,1,1,D
Wigan,Hull,D,1,1,D
Fulham,Stoke,A,0,0,D
Arsenal,Fulham,H,3,0,H
Aston Villa,Blackburn,A,0,0,D
Bolton,Birmingham,H,1,0,H
Burnley,Tottenham,H,1,2,A
Chelsea,Wigan,H,2,0,H
Hull,Liverpool,D,0,0,D
West Ham,Man City,D,1,1,D
Wolves,Sunderland,H,1,1,D
Aston Villa,West Ham,H,2,0,H
Sunderland,Birmingham,D,1,0,H
Wigan,Blackpool,A,0,3,A
Wolves,Stoke,H,2,0,H
Liverpool,Arsenal,D,0,0,D
Arsenal,Blackpool,H,3,0,H
Everton,Wolves,D,1,0,H
Stoke,Tottenham,A,1,2,A
West Brom,Sunderland,H,0,0,D
Newcastle,Aston Villa,H,3,0,H
Man City,Liverpool,H,1,0,H
Blackburn,Arsenal,A,1,1,D
Blackpool,Fulham,D,0,1,A
Chelsea,Stoke,H,1,0,H
Tottenham,Wigan,A,0,0,D
Wolves,Newcastle,D,1,0,H
Bolton,Birmingham,D,0,1,A
Sunderland,Man City,H,0,0,D
Everton,Man United,D,1,1,D
Fulham,Wolves,H,0,1,A
Newcastle,Blackpool,A,0,1,A
Wigan,Sunderland,D,0,0,D
Stoke,Aston Villa,H,0,1,A
Aston Villa,Bolton,D,1,1,D
Blackburn,Fulham,D,1,0,H
Stoke,West Ham,D,0,1,A
Tottenham,Wolves,H,0,1,A
West Brom,Birmingham,H,0,1,A
Chelsea,Blackpool,H,4,0,H
Wigan,Man City,A,0,1,A
Arsenal,West Brom,A,0,0,D
Birmingham,Wigan,D,0,0,D
Blackpool,Blackburn,A,0,1,A
Fulham,Everton,D,0,0,D
Man City,Chelsea,H,0,0,D
Bolton,Man United,D,1,1,D
Newcastle,Stoke,A,1,0,H
Wolves,Aston Villa,A,0,1,A
Sunderland,Man United,D,0,0,D
Tottenham,Aston Villa,H,1,1,D
West Ham,Fulham,D,0,1,A
Wigan,Wolves,H,0,0,D
Chelsea,Arsenal,H,1,0,H
Liverpool,Blackpool,A,0,2,A
Arsenal,Birmingham,H,1,1,D
Bolton,Stoke,H,1,0,H
Fulham,Tottenham,A,1,1,D
Man United,West Brom,D,2,0,H
Newcastle,Wigan,D,0,2,A
Wolves,West Ham,D,1,0,H
Blackpool,Man City,A,0,0,D
Everton,Liverpool,H,1,0,H
Birmingham,Blackpool,H,1,0,H
Chelsea,Wolves,H,1,0,H
Sunderland,Aston Villa,H,1,0,H
West Brom,Fulham,H,2,1,H
West Ham,Newcastle,A,1,1,D
Stoke,Man United,A,0,1,A
Blackburn,Chelsea,A,1,1,D
Everton,Stoke,H,0,0,D
Fulham,Wigan,H,2,0,H
Wolves,Man City,H,1,1,D
Aston Villa,Birmingham,D,0,0,D
Bolton,Liverpool,A,0,0,D
Newcastle,Sunderland,H,3,0,H
Blackpool,West Brom,H,1,0,H
Blackburn,Wigan,H,0,0,D
Blackpool,Everton,D,1,1,D
Fulham,Aston Villa,D,0,1,A
Man United,Wolves,H,1,0,H
Sunderland,Stoke,H,1,0,H
Arsenal,Newcastle,A,0,1,A
West Brom,Man City,A,0,2,A
Stoke,Birmingham,H,1,0,H
Tottenham,Sunderland,D,0,0,D
Aston Villa,Blackpool,H,1,1,D
Chelsea,Fulham,H,1,0,H
Man City,Man United,D,0,0,D
West Ham,West Brom,D,1,1,D
Wolves,Arsenal,A,0,1,A
Newcastle,Fulham,D,0,0,D
Stoke,Liverpool,H,0,0,D
Tottenham,Blackburn,H,2,0,H
West Ham,Blackpool,D,0,0,D
Wolves,Bolton,A,0,1,A
Chelsea,Sunderland,A,0,1,A
Everton,Arsenal,A,0,1,A
Arsenal,Tottenham,A,2,0,H
Birmingham,Chelsea,H,1,0,H
Blackpool,Wolves,H,2,0,H
Bolton,Newcastle,H,2,0,H
Liverpool,West Ham,H,3,0,H
West Brom,Stoke,A,0,0,D
Fulham,Man City,A,0,3,A
Sunderland,Everton,D,1,1,D
Aston Villa,Arsenal,A,0,2,A
Bolton,Blackpool,D,0,1,A
Everton,West Brom,A,1,2,A
Fulham,Birmingham,D,0,1,A
Man United,Blackburn,H,3,0,H
West Ham,Wigan,H,1,0,H
Wolves,Sunderland,H,0,0,D
Newcastle,Chelsea,D,1,1,D
Birmingham,Tottenham,D,0,1,A
Chelsea,Everton,D,1,0,H
Wigan,Stoke,D,2,2,D
Sunderland,West Ham,H,1,0,H
West Brom,Newcastle,H,1,0,H
Liverpool,Aston Villa,H,2,0,H
Aston Villa,West Brom,H,1,0,H
Stoke,Blackpool,A,0,0,D
Bolton,Blackburn,H,0,0,D
Tottenham,Chelsea,D,1,0,H
Wolves,Birmingham,H,1,0,H
Blackburn,Stoke,A,0,0,D
Bolton,West Brom,H,1,0,H
Fulham,West Ham,A,1,2,A
Newcastle,Man City,A,0,2,A
Wolves,Wigan,A,0,2,A
Man City,Aston Villa,H,3,0,H
Stoke,Fulham,A,0,2,A
Sunderland,Blackpool,A,0,0,D
West Brom,Blackburn,A,1,1,D
West Ham,Everton,D,1,1,D
Liverpool,Wolves,A,0,0,D
Wigan,Arsenal,D,1,2,A
Liverpool,Bolton,H,0,1,A
Man City,Blackpool,H,1,0,H
Stoke,Everton,H,1,0,H
Sunderland,Blackburn,H,2,0,H
West Brom,Man United,A,1,1,D
West Ham,Wolves,H,0,0,D
Wigan,Newcastle,A,0,1,A
Blackpool,Birmingham,A,0,1,A
Fulham,West Brom,H,1,0,H
Man United,Stoke,H,1,0,H
Blackburn,Liverpool,H,2,0,H
Everton,Tottenham,H,1,1,D
Newcastle,West Ham,H,3,0,H
Wolves,Chelsea,H,1,0,H
Blackpool,Liverpool,H,1,1,D
Chelsea,Blackburn,H,0,0,D
Man City,Wolves,H,1,1,D
West Brom,Blackpool,H,1,1,D
Liverpool,Everton,D,1,0,H
Aston Villa,Man City,H,1,0,H
Blackpool,Sunderland,A,0,2,A
Everton,West Ham,D,0,1,A
Man United,Birmingham,H,3,0,H
Newcastle,Tottenham,D,0,0,D
Wolves,Liverpool,A,0,1,A
Blackburn,West Brom,H,1,0,H
Blackpool,Man United,A,2,0,H
Wigan,Aston Villa,A,0,0,D
Sunderland,Chelsea,A,2,2,D
West Brom,Wigan,D,1,2,A
Birmingham,Man City,D,1,2,A
Blackpool,West Ham,A,1,3,A
Bolton,Wolves,H,0,0,D
Liverpool,Stoke,H,0,0,D
Aston Villa,Fulham,D,1,0,H
Everton,Blackpool,H,1,1,D
Man City,West Brom,H,3,0,H
Newcastle,Arsenal,D,0,4,A
Stoke,Sunderland,H,1,1,D
Wigan,Blackburn,H,1,1,D
Wolves,Man United,H,2,1,H
Chelsea,Liverpool,A,0,0,D
West Ham,Birmingham,A,0,0,D
Arsenal,Wolves,H,1,0,H
Birmingham,Stoke,H,0,0,D
Blackpool,Aston Villa,D,1,1,D
Liverpool,Wigan,D,1,0,H
Man United,Man City,H,1,0,H
Sunderland,Tottenham,A,1,1,D
West Brom,West Ham,D,3,0,H
West Brom,Wolves,D,0,1,A
Blackpool,Tottenham,H,2,0,H
Newcastle,Bolton,D,1,1,D
Wolves,Blackpool,H,1,0,H
West Ham,Liverpool,H,2,0,H
Stoke,West Brom,D,0,0,D
Chelsea,Man United,H,0,1,A
Birmingham,West Brom,A,0,0,D
Bolton,Aston Villa,H,1,1,D
Fulham,Blackburn,H,1,1,D
Man City,Wigan,H,1,0,H
Newcastle,Everton,A,1,2,A
West Ham,Stoke,H,2,0,H
Wolves,Tottenham,D,2,2,D
Blackpool,Chelsea,A,0,1,A
Aston Villa,Wolves,A,0,1,A
Blackburn,Blackpool,D,0,2,A
Everton,Fulham,H,1,0,H
Stoke,Newcastle,H,1,0,H
West Brom,Arsenal,D,1,0,H
Wigan,Birmingham,H,1,1,D
Chelsea,Man City,H,0,0,D
Arsenal,Blackburn,D,0,0,D
Newcastle,Wolves,H,2,0,H
Stoke,Chelsea,D,1,1,D
West Brom,Liverpool,H,0,0,D
West Ham,Man United,A,2,0,H
Wigan,Tottenham,D,0,0,D
Fulham,Blackpool,H,2,0,H
Blackburn,Birmingham,D,1,1,D
Sunderland,West Brom,A,2,1,H
Tottenham,Stoke,H,3,2,H
Wolves,Everton,A,0,3,A
Blackpool,Arsenal,A,0,2,A
Liverpool,Man City,H,3,0,H
Blackpool,Wigan,A,0,2,A
Everton,Blackburn,H,0,0,D
West Brom,Chelsea,A,1,3,A
West Ham,Aston Villa,A,1,1,D
Newcastle,Man United,D,0,0,D
Tottenham,Arsenal,D,2,3,A
Aston Villa,Stoke,D,1,1,D
Blackpool,Newcastle,D,1,1,D
Liverpool,Birmingham,H,2,0,H
Sunderland,Wigan,H,0,0,D
Tottenham,West Brom,D,1,1,D
Wolves,Fulham,D,1,0,H
Blackburn,Man City,A,0,0,D
Stoke,Wolves,H,2,0,H
Blackpool,Stoke,D,0,0,D
West Brom,Aston Villa,H,0,1,A
Wigan,Everton,D,1,0,H
Birmingham,Wolves,D,1,1,D
Aston Villa,Wigan,D,1,1,D
Everton,Man City,H,0,1,A
Newcastle,Birmingham,H,2,1,H
Tottenham,Blackpool,D,0,0,D
West Ham,Blackburn,D,0,1,A
Man United,Chelsea,H,2,0,H
Stoke,Arsenal,H,2,0,H
Wolves,West Brom,H,2,0,H
Fulham,Liverpool,A,0,3,A
Man City,Tottenham,H,1,0,H
Blackpool,Bolton,H,3,2,H
Sunderland,Wolves,A,1,1,D
Arsenal,Aston Villa,A,0,2,A
Birmingham,Fulham,A,0,1,A
Chelsea,Newcastle,D,1,1,D
Liverpool,Tottenham,A,0,1,A
Wigan,West Ham,H,0,2,A
Aston Villa,Liverpool,H,1,0,H
Bolton,Man City,A,0,1,A
Everton,Chelsea,H,0,0,D
Fulham,Arsenal,D,1,1,D
Man United,Blackpool,H,1,1,D
Newcastle,West Brom,D,2,0,H
Stoke,Wigan,A,0,0,D
Wolves,Blackburn,A,0,3,A
Blackburn,Wolves,A,1,1,D
Liverpool,Sunderland,D,1,0,H
QPR,Bolton,A,0,1,A
Wigan,Norwich,D,1,1,D
Stoke,Chelsea,D,0,0,D
Man City,Swansea,H,0,0,D
Arsenal,Liverpool,A,0,0,D
Chelsea,West Brom,H,0,1,A
Everton,QPR,A,0,1,A
Swansea,Wigan,D,0,0,D
Norwich,Stoke,D,1,0,H
Wolves,Fulham,H,2,0,H
Aston Villa,Wolves,D,0,0,D
Blackburn,Everton,A,0,0,D
Chelsea,Norwich,H,1,0,H
Swansea,Sunderland,D,0,0,D
Wigan,QPR,H,1,0,H
Man United,Arsenal,H,3,1,H
Newcastle,Fulham,H,0,0,D
Arsenal,Swansea,H,1,0,H
Bolton,Man United,A,0,3,A
Stoke,Liverpool,H,1,0,H
Wolves,Tottenham,A,0,0,D
Fulham,Blackburn,D,1,1,D
Norwich,West Brom,A,0,1,A
QPR,Newcastle,D,0,0,D
Blackburn,Arsenal,H,1,2,A
Bolton,Norwich,A,0,2,A
Everton,Wigan,H,1,1,D
Swansea,West Brom,H,2,0,H
Wolves,QPR,A,0,2,A
Man United,Chelsea,H,3,0,H
Sunderland,Stoke,H,3,0,H
Chelsea,Swansea,H,2,0,H
Liverpool,Wolves,H,2,0,H
Newcastle,Blackburn,H,2,1,H
Stoke,Man United,D,0,1,A
Wigan,Tottenham,A,0,2,A
QPR,Aston Villa,D,0,0,D
Norwich,Sunderland,H,1,0,H
Aston Villa,Wigan,H,1,0,H
Man United,Norwich,H,0,0,D
Sunderland,West Brom,D,2,2,D
Wolves,Newcastle,A,0,2,A
Bolton,Chelsea,A,0,4,A
Fulham,QPR,H,3,0,H
Swansea,Stoke,H,1,0,H
Norwich,Swansea,H,2,1,H
QPR,Blackburn,D,1,1,D
Stoke,Fulham,H,0,0,D
Wigan,Bolton,A,1,2,A
Arsenal,Sunderland,H,1,1,D
Newcastle,Tottenham,D,0,1,A
West Brom,Wolves,H,1,0,H
Aston Villa,West Brom,A,1,1,D
Liverpool,Norwich,D,1,0,H
Wolves,Swansea,D,0,2,A
Arsenal,Stoke,H,1,1,D
Blackburn,Tottenham,A,1,1,D
Man United,Man City,A,0,1,A
QPR,Chelsea,H,1,0,H
Chelsea,Arsenal,A,2,1,H
Man City,Wolves,H,0,0,D
Norwich,Blackburn,D,0,1,A
Sunderland,Aston Villa,D,1,1,D
Swansea,Bolton,H,0,0,D
Wigan,Fulham,A,0,1,A
Tottenham,QPR,H,2,0,H
Stoke,Newcastle,A,0,2,A
Arsenal,West Brom,H,2,0,H
Aston Villa,Norwich,H,1,1,D
Liverpool,Swansea,D,0,0,D
QPR,Man City,A,1,1,D
Bolton,Stoke,H,2,0,H
Wolves,Wigan,H,1,1,D
Everton,Wolves,H,1,1,D
Norwich,Arsenal,A,1,1,D
Stoke,QPR,A,1,2,A
Swansea,Man United,A,0,1,A
West Brom,Bolton,H,1,1,D
Wigan,Blackburn,D,2,1,H
Tottenham,Aston Villa,H,2,0,H
Norwich,QPR,H,1,0,H
Stoke,Blackburn,H,1,0,H
Sunderland,Wigan,A,1,1,D
Liverpool,Man City,D,1,1,D
Swansea,Aston Villa,D,0,0,D
Blackburn,Swansea,H,2,1,H
Man City,Norwich,H,1,0,H
Newcastle,Chelsea,A,0,1,A
QPR,West Brom,D,1,0,H
Wigan,Arsenal,A,0,2,A
Everton,Stoke,A,0,1,A
Bolton,Aston Villa,A,0,2,A
Liverpool,QPR,H,0,0,D
Norwich,Newcastle,H,1,1,D
Swansea,Fulham,H,0,0,D
Stoke,Tottenham,H,2,0,H
Sunderland,Blackburn,H,0,1,A
Chelsea,Man City,H,1,1,D
Blackburn,West Brom,A,0,0,D
Everton,Norwich,D,0,1,A
Newcastle,Swansea,D,0,0,D
Wigan,Chelsea,D,0,0,D
Wolves,Stoke,A,1,0,H
Man City,Arsenal,H,0,0,D
QPR,Man United,A,0,1,A
Tottenham,Sunderland,H,0,0,D
Blackburn,Bolton,A,0,2,A
Wolves,Norwich,D,1,1,D
Everton,Swansea,H,0,0,D
Fulham,Man United,A,0,3,A
Newcastle,West Brom,A,1,2,A
QPR,Sunderland,A,0,1,A
Wigan,Liverpool,D,0,0,D
Tottenham,Chelsea,D,1,1,D
Bolton,Newcastle,A,0,0,D
West Brom,Man City,D,0,0,D
Arsenal,Wolves,D,1,1,D
Swansea,QPR,D,1,0,H
Liverpool,Newcastle,H,1,1,D
Arsenal,QPR,H,0,0,D
Bolton,Wolves,D,1,0,H
Chelsea,Aston Villa,A,1,1,D
Norwich,Fulham,D,0,1,A
Stoke,Wigan,D,0,1,A
Swansea,Tottenham,D,0,1,A
Aston Villa,Swansea,A,0,1,A
Blackburn,Stoke,A,0,2,A
Fulham,Arsenal,H,0,1,A
QPR,Norwich,A,1,1,D
Wolves,Chelsea,A,0,0,D
Man City,Liverpool,H,2,0,H
Tottenham,West Brom,H,0,0,D
Wigan,Sunderland,A,0,1,A
Everton,Bolton,A,0,0,D
Newcastle,Man United,H,1,0,H
Tottenham,Wolves,D,0,1,A
West Brom,Norwich,A,0,1,A
Newcastle,QPR,H,1,0,H
Swansea,Arsenal,H,1,1,D
Bolton,Liverpool,H,2,1,H
Everton,Blackburn,D,1,0,H
Norwich,Chelsea,D,0,0,D
QPR,Wigan,H,2,0,H
Stoke,West Brom,A,0,1,A
Sunderland,Swansea,H,1,0,H
Wolves,Aston Villa,A,2,1,H
Arsenal,Man United,A,0,1,A
Man City,Tottenham,H,0,0,D
Everton,Man City,H,0,0,D
Swansea,Chelsea,D,1,0,H
Tottenham,Wigan,H,2,0,H
Wolves,Liverpool,A,0,0,D
Aston Villa,QPR,D,1,2,A
Blackburn,Newcastle,A,0,1,A
Fulham,West Brom,D,0,0,D
Sunderland,Norwich,H,2,0,H
Man City,Fulham,H,2,0,H
Norwich,Bolton,H,0,0,D
QPR,Wolves,A,1,0,H
Stoke,Sunderland,A,0,0,D
West Brom,Swansea,A,0,0,D
Wigan,Everton,D,0,0,D
Newcastle,Aston Villa,H,1,1,D
Blackburn,QPR,H,3,0,H
Everton,Chelsea,H,1,0,H
Fulham,Stoke,H,2,0,H
Sunderland,Arsenal,A,0,0,D
Swansea,Norwich,A,1,0,H
Tottenham,Newcastle,H,4,0,H
Wolves,West Brom,A,1,1,D
Man City,Blackburn,H,1,0,H
Newcastle,Wolves,D,2,0,H
QPR,Fulham,A,0,1,A
West Brom,Sunderland,H,2,0,H
Arsenal,Tottenham,H,2,2,D
Norwich,Man United,A,0,1,A
Stoke,Swansea,H,2,0,H
Blackburn,Aston Villa,D,0,1,A
QPR,Everton,D,1,1,D
Stoke,Norwich,H,0,0,D
West Brom,Chelsea,H,0,0,D
Wigan,Swansea,A,0,1,A
Fulham,Wolves,H,2,0,H
Bolton,QPR,H,1,0,H
Everton,Tottenham,H,1,0,H
Sunderland,Liverpool,H,0,0,D
Wolves,Blackburn,A,0,1,A
Man United,West Brom,H,1,0,H
Norwich,Wigan,D,1,0,H
Swansea,Man City,H,0,0,D
Fulham,Swansea,A,0,1,A
Wigan,West Brom,D,0,0,D
Newcastle,Norwich,H,1,0,H
Wolves,Man United,A,0,3,A
QPR,Liverpool,H,0,0,D
Tottenham,Stoke,D,0,0,D
Bolton,Blackburn,H,2,0,H
Liverpool,Wigan,A,0,1,A
Norwich,Wolves,H,2,1,H
Sunderland,QPR,H,1,0,H
Swansea,Everton,A,0,0,D
West Brom,Newcastle,A,0,3,A
Fulham,Norwich,H,2,0,H
Man City,Sunderland,D,1,2,A
QPR,Arsenal,H,1,1,D
Wigan,Stoke,H,0,0,D
Wolves,Bolton,A,0,0,D
Tottenham,Swansea,H,1,0,H
Swansea,Newcastle,A,0,1,A
Bolton,Fulham,A,0,2,A
Liverpool,Aston Villa,D,0,1,A
Norwich,Everton,D,1,1,D
Stoke,Wolves,H,1,1,D
Sunderland,Tottenham,D,0,0,D
West Brom,Blackburn,H,1,0,H
Man United,QPR,H,1,0,H
Everton,Sunderland,H,0,0,D
Tottenham,Norwich,A,1,1,D
Blackburn,Liverpool,A,1,2,A
Man City,West Brom,H,1,0,H
QPR,Swansea,H,1,0,H
Wigan,Man United,H,0,0,D
Wolves,Arsenal,A,0,2,A
Norwich,Man City,A,0,2,A
Sunderland,Wolves,D,0,0,D
Swansea,Blackburn,H,2,0,H
West Brom,QPR,H,1,0,H
Arsenal,Wigan,A,1,2,A
Arsenal,Chelsea,D,0,0,D
Blackburn,Norwich,H,1,0,H
Bolton,Swansea,D,1,1,D
Fulham,Wigan,H,0,0,D
Newcastle,Stoke,H,2,0,H
QPR,Tottenham,H,1,0,H
Liverpool,West Brom,A,0,0,D
Norwich,Liverpool,A,0,2,A
Stoke,Arsenal,D,1,1,D
Sunderland,Bolton,D,1,1,D
Swansea,Wolves,D,4,2,H
Wigan,Newcastle,H,4,0,H
Chelsea,QPR,H,4,0,H
Liverpool,Fulham,A,0,1,A
Stoke,Everton,D,0,1,A
Bolton,Tottenham,A,0,1,A
Chelsea,Newcastle,A,0,1,A
Arsenal,Norwich,D,1,2,A
Bolton,West Brom,D,1,0,H
Fulham,Sunderland,H,2,1,H
Man United,Swansea,H,2,0,H
QPR,Stoke,H,0,0,D
Blackburn,Wigan,A,0,0,D
Liverpool,Chelsea,H,3,0,H
Everton,Newcastle,H,2,0,H
Man City,QPR,H,1,0,H
Norwich,Aston Villa,H,2,0,H
Stoke,Bolton,D,1,2,A
Swansea,Liverpool,H,0,0,D
West Brom,Arsenal,A,2,2,D
Wigan,Wolves,H,2,1,H
Newcastle,Tottenham,H,0,0,D
QPR,Swansea,A,0,1,A
Reading,Stoke,D,0,1,A
West Brom,Liverpool,H,1,0,H
Man City,Southampton,H,1,0,H
Chelsea,Reading,H,1,2,A
Aston Villa,Everton,A,0,3,A
Man United,Fulham,H,3,1,H
Norwich,QPR,D,1,1,D
Southampton,Wigan,A,0,0,D
Swansea,West Ham,H,2,0,H
Tottenham,West Brom,D,0,0,D
Liverpool,Man City,D,1,0,H
Stoke,Arsenal,D,0,0,D
Swansea,Sunderland,D,1,2,A
West Ham,Fulham,H,3,0,H
Wigan,Stoke,D,1,1,D
Newcastle,Aston Villa,D,0,1,A
Southampton,Man United,A,1,1,D
Arsenal,Southampton,H,4,1,H
Aston Villa,Swansea,H,1,0,H
Norwich,West Ham,D,0,0,D
QPR,Chelsea,D,0,0,D
Stoke,Man City,D,1,1,D
Sunderland,Liverpool,D,1,0,H
Everton,Newcastle,D,1,0,H
Southampton,Aston Villa,H,0,1,A
Swansea,Everton,A,0,2,A
West Brom,Reading,H,0,0,D
West Ham,Sunderland,D,0,1,A
Man City,Arsenal,D,1,0,H
Tottenham,QPR,H,0,1,A
Arsenal,Chelsea,A,1,1,D
Everton,Southampton,H,3,1,H
Fulham,Man City,A,1,1,D
Man United,Tottenham,A,0,2,A
Reading,Newcastle,D,0,0,D
QPR,West Ham,A,0,2,A
Chelsea,Norwich,H,3,1,H
Man City,Sunderland,H,1,0,H
Swansea,Reading,D,0,2,A
West Brom,QPR,H,2,1,H
West Ham,Arsenal,A,1,1,D
Wigan,Everton,D,2,1,H
Southampton,Fulham,D,1,0,H
Man United,Stoke,H,2,1,H
Norwich,Arsenal,H,1,0,H
Swansea,Wigan,H,0,0,D
Sunderland,Newcastle,D,0,1,A
Aston Villa,Norwich,D,1,0,H
Reading,Fulham,D,1,0,H
Stoke,Sunderland,D,0,0,D
Chelsea,Man United,A,1,2,A
Everton,Liverpool,D,2,2,D
Newcastle,West Brom,H,1,0,H
Southampton,Tottenham,A,0,2,A
Fulham,Everton,D,1,0,H
Norwich,Stoke,H,1,0,H
Swansea,Chelsea,D,0,0,D
Liverpool,Newcastle,D,0,1,A
QPR,Reading,D,0,1,A
West Brom,Southampton,H,1,0,H
Arsenal,Fulham,D,2,2,D
Aston Villa,Man United,A,1,0,H
Reading,Norwich,D,0,0,D
Southampton,Swansea,D,0,0,D
Stoke,QPR,H,0,0,D
Wigan,West Brom,A,1,2,A
Chelsea,Liverpool,D,1,0,H
Newcastle,West Ham,A,0,1,A
Arsenal,Tottenham,H,3,1,H
Liverpool,Wigan,H,0,0,D
Newcastle,Swansea,A,0,0,D
QPR,Southampton,A,0,2,A
Reading,Everton,H,0,1,A
West Brom,Chelsea,H,1,1,D
Fulham,Sunderland,A,0,0,D
West Ham,Stoke,D,0,1,A
Everton,Norwich,D,1,0,H
Man United,QPR,H,0,0,D
Stoke,Fulham,H,1,0,H
Wigan,Reading,H,0,1,A
Southampton,Newcastle,H,1,0,H
Swansea,Liverpool,D,0,0,D
Aston Villa,Reading,H,0,0,D
Sunderland,QPR,D,0,0,D
Everton,Arsenal,D,1,1,D
Southampton,Norwich,D,1,1,D
Stoke,Newcastle,H,0,0,D
Swansea,West Brom,H,3,1,H
Tottenham,Liverpool,H,2,0,H
Wigan,Man City,A,0,0,D
Arsenal,Swansea,A,0,0,D
Fulham,Tottenham,A,0,0,D
Man City,Everton,D,1,1,D
QPR,Aston Villa,D,1,1,D
Reading,Man United,A,3,4,A
West Ham,Chelsea,H,0,1,A
Norwich,Sunderland,H,2,1,H
Newcastle,Wigan,H,2,0,H
Aston Villa,Stoke,D,0,0,D
Southampton,Reading,H,0,0,D
Sunderland,Chelsea,A,0,2,A
Swansea,Norwich,A,0,3,A
Wigan,QPR,D,1,1,D
Everton,Tottenham,H,0,0,D
Man City,Man United,A,0,2,A
West Ham,Liverpool,A,2,1,H
Sunderland,Reading,H,2,0,H
Man United,Sunderland,H,2,0,H
Norwich,Wigan,H,1,0,H
QPR,Fulham,H,0,0,D
Tottenham,Swansea,H,0,0,D
West Brom,West Ham,D,0,0,D
Reading,Arsenal,A,0,3,A
Liverpool,Fulham,H,2,0,H
Man City,Reading,H,0,0,D
Newcastle,QPR,H,0,0,D
Southampton,Sunderland,A,0,1,A
West Brom,Norwich,H,1,1,D
West Ham,Everton,A,1,0,H
Chelsea,Aston Villa,H,3,0,H
Swansea,Man United,D,1,1,D
Man United,Newcastle,H,1,2,A
QPR,West Brom,A,0,1,A
Reading,Swansea,D,0,0,D
Stoke,Liverpool,H,2,1,H
Norwich,Man City,A,1,2,A
Reading,West Ham,H,1,0,H
Stoke,Southampton,D,1,3,A
Sunderland,Tottenham,A,1,0,H
Everton,Chelsea,A,1,1,D
QPR,Liverpool,A,0,3,A
Southampton,Arsenal,D,1,1,D
Swansea,Aston Villa,D,1,1,D
West Brom,Fulham,A,0,1,A
West Ham,Norwich,H,2,0,H
Wigan,Man United,A,0,2,A
Chelsea,QPR,A,0,0,D
Newcastle,Everton,A,1,1,D
Aston Villa,Southampton,A,0,1,A
Everton,Swansea,D,0,0,D
Fulham,Wigan,D,1,0,H
Norwich,Newcastle,D,0,0,D
QPR,Tottenham,D,0,0,D
Reading,West Brom,H,0,1,A
Arsenal,Man City,A,0,2,A
Chelsea,Southampton,D,2,0,H
Man City,Fulham,H,1,0,H
Newcastle,Reading,A,1,0,H
Swansea,Stoke,H,0,0,D
West Brom,Aston Villa,D,0,2,A
West Ham,QPR,D,0,1,A
Wigan,Sunderland,A,1,3,A
Tottenham,Man United,D,0,1,A
Southampton,Everton,D,0,0,D
Aston Villa,Newcastle,A,0,2,A
QPR,Man City,D,0,0,D
Stoke,Wigan,D,1,0,H
